id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,record_id,isbn,lccn,oclccn,url,depositor,collection_id
,American wonderland,,,"Bache, Richard Meade.",T.K. & P.G. Collins (Firm) (prt)|||Van Ingen & Snyder (egr),Philadelphia,"Claxton, Remsen, and Haffelfinger|||Claxton, Remsen & Haffelfinger",1871,1871,,,,monographic,English,text,print|||unmediated|||volume,"258 pages, [1] leaf of plates : illustrations ; 20 cm",Children's stories-1871|||Juvenile fiction|||novel|||text,,Indians of North America|||Children's stories,,"United States, Pennsylvania, Philadelphia",juvenile,1013892,,,ocm00819855,,,
,"Amos Armfield, or, The leather-covered Bible",,Leather-covered Bible,"Old Humphrey, 1787-1854",,New York,American Tract Society|||American Tract Society,[between 1848 and 1894?],[between 1848 and 1894?]|||1848/1894,,,,monographic,English,text,print,141 p. : ill. ; 12 cm.,Juvenile fiction|||Juvenile literature|||novel,,Christian life|||Children|||Conduct of life|||Bible stories|||Storytelling|||Wealth|||Brothers and sisters|||Religious education|||Bible,,,juvenile,7091682,,,ocm26879788,,,
,"amulet; or, Christian and literary remembrancer, The",,Christian and literary remembrancer,,,London|||Philadelphia,W. Baynes|||T. Wardle,1828,1828,,,,monographic,English,text,print,426 p. : ill. ; 15 cm.,,,Gift-books,,,,1086909,,,01379537,,,
,"amusing history of Tom Thumb, The",Tom Thumb. English,History of Tom Thumb,,,London],"Dean & Son, Threadneedle St.|||Dean & Son",[18--],[18--]|||1800/1899,,,,monographic,English,text,print,11 p. : col. ill. ; 14 cm.,,,Children's stories,,,juvenile,6852210,,,ocn763181168|||763181168,,,
,"anchor: with sketches of the lives of Jeremiah Evarts, James Montgomery, and Gregory T. Bell, The",,,,"American Sunday-School Union, Committee of Publication.",Philadelphia,"American Sunday-School Union, no. 146 Chestnut Street|||American Sunday-School Union",[1836?],[1836?]||||||1836,,,,monographic,English,text,print,72 p. : ill. ; 15 cm.,Juvenile literature,,"Death|||Religious aspects|||Christianity|||Anchors, Sea|||Evarts, Jeremiah 1781-1831|||Montgomery, James 1787-1834|||Bedell, Gregory T. (Gregory Townsend) 1793-1834",,,juvenile,8215762,,2010479047,ocn712590528,,,
,"Ancient customs, sports, and pastimes, of the English: explained from authentic sources, & in a familiar manner",,,"Aspin, Jehoshaphat, active 18th century-19th century","Bentley, Samuel, 1785-1868 (prt)",London,"John Harris|||Harris, John, 1756-1846",1832,1832,,,,monographic,English,text,print,"256, [8] p., [12] leaves of plates : col. ill. ; 14 cm.",Juvenile literature|||Juvenile works|||Publishers' advertisements-1832,,Amusements|||Festivals|||Sports|||National characteristics|||Manners and customs|||Social life and customs,,"England, London|||Great Britain|||England",juvenile,1040057,,,ocm03849741,,,
,"ancient history of Whittington and his cat, The",Whittington and his cat,History of Whittington and his cat,,"Elliott, Mary, approximately 1792-",London,"William Darton and Son, Holborn Hill",[ca. 1830?],[ca. 1830?]||||||1830,,,,monographic,English,text,print,"36 p., [3] leaves of plates : ill. (stipple-engravings) ; 15 cm.",Juvenile literature,,"Cats|||Folklore|||Whittington, Richard d. 1423",,England,juvenile,7117751,,,ocm52462192,,,
,"Ancient legends, mystic charms & superstitions of Ireland: with sketches of the Irish past",,,"Wilde, Lady, 1821-1896",,London,Ward and Downey,1888,1888,,,,monographic,English,text,print,"xii, 347 p. ; 20 cm.",,,Folklore,,Ireland,,6125828,,,ocm02111753,,,
,Andersen's fairy tales,,Fairy tales,"Andersen, H. C. (Hans Christian), 1805-1875","Williams, True (illustrator)",Chicago,W.B. Conkey,[1899?],[1899?]||||||1899,,,,monographic,English,text,print|||unmediated|||volume,"188 pages, [1] leaf of plates : illustrations ; 25 cm",Translations|||Translations into English|||text,,"Children's stories, Danish|||Fairy tales",,,juvenile,8998839,,,ocm07625533,,,
,"Angus Tarlton, or, Illustrations of the fruits of the spirit",,Illustrations of the fruits of the spirit,"A. L. O. E., 1821-1893","Avery, Samuel Putnam, 1822-1904 (egr)",New York,Robert Carter & Bros.|||Robert Carter & Brothers,1862,1862,,,,monographic,English,text,print,"135, [6] p., [1] leaf of plates : ill., music ; 16 cm.",Juvenile fiction|||Pictorial cloth bindings (Binding)-1862|||Publishers' catalogues-1862|||novel,,Christian life|||Children with disabilities|||Stepfamilies|||Temper|||Brothers,,"United States, New York, New York",juvenile,7095932,,,ocm48181019|||48181019,,,
,"Animal story book, The",,,,"Lang, Andrew, 1844-1912",New York,"Longmans, Green",1896,1896,,,,monographic,English,text,print,"xiv, 400 p. : ill. ; 19 cm.",Fiction|||bibliography,,Animals,,,juvenile,1150638,,,02986904,,,
,Ann Tolleth,,,"Newton, John, 1725-1807","Watts, Isaac, 1674-1748|||Piggot, Robert, 1795-1887 (bookseller)|||Philadelphia Sunday and Adult School Union|||I. Ashmead & Co (printer)",Philadelphia,"Published by the Sunday and Adult School Union. For sale at no. 29 North Fourth Street. R. Piggot, agent. I. Ashmead & Co. printers",1821,1821,,,,monographic,English,text,print,26 p. : ill. ; 10 cm.,biography,,"Sunday school literature|||Children|||Death|||Religious aspects|||Tolleth, Ann -1802",,"United States, Pennsylvania, Philadelphia",juvenile,6343180,,,ocm84929765|||84929765,,,
,Anna and her doll,,,"Copley, Esther.",,London,"William Darton and Son, Holborn Hill",[between 1830 and 1836],[between 1830 and 1836]|||1830/1836,,,,monographic,English,text,print,"178, [2] p., [6] leaves of plates : ill., front. ; 15 cm.",Specimens,"Written in dialogue, narrative and verse.","Children's stories|||Didactic literature, English|||Advertising specialties|||Publishers' catalogs",,,juvenile,1080483,,,ocm23961765,,,
,Anna Ross: a story for children,,,"Kennedy, Grace, 1782-1825",,New York,"William Burgess, Jr.",1826,1826,,,,monographic,English,text,print,"156 p. : ill., col. ; 15 cm.",,,Children's literature,,,,4374889,,,ocm18673597,,,
,Anna Ross: a story for children,,,"Kennedy, Grace, 1782-1825",,Philadelphia|||New York,American Sunday-School Union,[185-?],[185-?]|||1850/1859,,,,monographic,English,text,print,"164 p. front., pl. 15 cm.",,,,,,,4414237,,,ocm22638061,,,
,"Annals of the poor: consisting of The Dairyman's daughter, The African servant, and The Young cottager",,,"Richmond, Legh, 1772-1827","Hawes, Joel, 1789-1867","Springfield, Mass",Published by G. & C. Merriam,1852,1852,,,,monographic,English,text,print,140 p. fronts. 16 cm.,Fiction,,Christian life,,,,4363912,,,ocm00937448,,,
,"Annals of the poor: or, Narratives of the dairyman's daughter, the Negro servant, and the young cottager",,,"Richmond, Legh, 1772-1827",,New York,American Tract Society,[1848 or later],[1848 or later]|||1848,,,,monographic,English,text,print,"320 p. : ill., ; 16 cm.",Fiction,,Christian life,,,,4414228,,,ocm08523219,,,
,Annals of the Redwood library and athenaeum,,,"Mason, George Champlin, 1820-1894",Redwood Library and Athenaeum,"Newport, R.I",Redwood library,1891,1891,,,,monographic,English,text,print,528 p. illus. 23 cm.,,,Redwood Library and Athenaeum.,,,,634854,,,01045092,,,
,"Annualette: A Christmas and New Year's gift for children, The",,,,,Boston,William Crosby & Company|||William Crosby and Company,1842,1842,,,,monographic,English,text,print,"137 p., [3] leaves of plates : ill. ; 15 cm.",,,,,"United States, Massachusetts, Boston",,7110856,,,ocn489195864,,,
,Another brownie book,,Brownie book,"Cox, Palmer, 1840-1924",,New-York,The Century Co.,c1890⁾,c1890⁾||||||1890,,,,monographic,English,text,print,"xi, 144 p. : ill. ; 26 x 21 cm.",,,Children's poetry,,,juvenile,1030136,,12031637,01085326,,,
,"apple pie, A",,,"Greenaway, Kate, 1846-1901","Evans, Edmund, 1826-1905","London, New York",G. Routledge and sons,[1886],[1886]||||||1886,,,,monographic,English,text,print,[22] leaves : col. illus. ; 22 x 26 cm.,,,Initial teaching alphabet|||Alphabet rhymes|||Alphabet|||Specimens|||Juvenile literature,,,juvenile,1010278,,17013047,11422057,,,
,Apples of gold: an illustrated weekly for the youngest readers,,,,American Tract Society,Boston,American Tract Society,[1871-,[1871-|||1871/1uuu,,,,serial,English,text,print,v. : ill. ; 22 cm.,Periodicals|||Quotations|||periodical,,Children|||Conduct of life|||Christian life|||Children's literature|||Bible,,,,8840240,,sn 92035090,ocm08183456,,,
,Appleton's juvenile annual: a Christmas and New Year's gift for young people,,Appleton's juvenile annual a Christmas and New Year's gift for young people,,,New York,D. Appleton and Co.,,18uu/uuuu,,,,serial,English,text,print,v. : ill. ; 20 cm.,Periodicals,,Children's literature|||Gift books,,,,6800619,,,ocm20255749,,,
,"Arabian nights' entertainments, The",,,,"Dalziel, Thomas Bolton Gilchrist Septimus, 1823-1906 (illustrator)",London,George Routledge and Sons,1877,1877,,,,monographic,English,text,print|||unmediated|||volume,"xi, 796 pages, [1] leaf of plates : illustrations ; 21 cm",Folklore|||text,,Fairy tales|||Tales|||Arabs,,Arab countries|||Arabian Peninsula,juvenile,8929756,,,ocn155903735,,,
,"Arabian nights entertainments, The",Arabian nights. English,,"Mason, James, active 1873",,New York :,"Cassell Publishing Company, 104 and 106 Fourth Avenue,",[approximately 1890?],1890||||||[approximately 1890?],,,,monographic,English,text,print|||unmediated|||volume,"vi, 766 pages : illustrations ; 27 cm",text,,Fairy tales|||Folklore,,Arabian Peninsula,,1021407,,,ocn953693541,,,
,Archibald and his sister,,,,"Methodist Episcopal Church, Sunday School Union.",New-York :,"Published by Carlton & Porter, Sunday-School Union, 200 Mulberry-Street,|||Carlton & Porter",[1848],1848||||||[1848],,,,monographic,English,text,print|||unmediated|||volume,"60 pages, 4 unnumbered pages : 1 illustration ; 14 cm",text,,Sunday school literature,,,juvenile,7689527,,,ocn923845665,,,
,"arithmetical table book, or, First lessons in arithmetic, The",,First lessons in arithmetic,,,"Newark, N.J. :","Printed and published by Benjamin Olds,",1848.,1848||||||1848.,,1844,,monographic,English,text,print|||unmediated|||volume,24 pages : illustrations ; 12 cm,Early works|||Early works to 1900|||text,,Arithmetic,,,juvenile,7689488,,,ocn923807007,,,
,"ark of Elm Island, The",,,"Kellogg, Elijah, 1813-1901",,Boston,Lee and Shepard,1870,1870,,,,monographic,English,text,print|||unmediated|||volume,"288 pages, [1] leaf of plates : illustrations ; 18 cm.",text,,,,,juvenile,8374325,,,ocm33107342,,,
,"Arthur Monteith: a moral tale, founded on an historical fact; and calculated to improve the minds of young people; being a continuation of the ""Scottish orphans""",,,"Blackford, (Martha), Mrs, -1846",,London,Wetton,1822,1822,,,,monographic,English,text,print,"v, 158, 4 p. : front. ; 18 cm.",Juvenile fiction,,Soldiers|||Brothers and sisters|||Death|||Orphans,,Scotland|||Great Britain,juvenile,995971,,,12116645,,,
,"arts of life: I. Of providing food. II. Of providing clothing. III. Of providing shelter : described in a series of letters : for the instruction of young persons, The",,,"Aikin, John, 1747-1822",,London,"Printed for Baldwin, Cradock and Joy, Paternoster-Row|||And R. Hunter (Successor to J. Johnson,) St. Paul's Church-Yard",1821,1821,,,The 4th ed.,monographic,English,text,print,216 p. ; 15 cm.,Juvenile literature,,Clothing and dress|||Food|||Industrial arts|||Life skills,,,juvenile,7118253,,,ocm30697571,,,
,"Asbury twins, The",,,"May, Sophie, 1833-1906|||Clarke, Rebecca Sophia, 1833-1906","Humphrey, Lizbeth Bullock, 1841- (ill)|||John Andrew & Son (egr)|||Alfred Mudge and Son (elt, prt)",Boston,Lee and Shepard|||Lee and Shepard,"1876, ©1875","1876, ©1875||||||1876",,1875,,monographic,English,text,print|||unmediated|||volume,"374, [8] pages, [7] leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Young women|||Conduct of life|||Twins|||Sisters|||Gender identity|||Timidity|||Voyages and travels|||Courtship,,"United States, Massachusetts, Boston",juvenile,8161285,,,ocm25837311,,,
,"Asriel, or the crystal cup: a tale for the young",,"Crystal cup|||Asriel, a tale","Henderson, Mrs",,Edinburgh,William P. Nimmo,1873,1873,,,,monographic,English,text,print,"144 p., 3 leaves of plates, 8 p. ; 17 cm.",Juvenile fiction,,Children|||Religious life|||Christian life,,,juvenile,4363255,,,ocm56898477,,,
,At Aboukir and Acre: a story of Napoleon's invasion of Egypt,,,"Henty, G. A. (George Alfred), 1832-1902","Rainey, W. (William), 1852-1936 (illustrator)",New York,Charles Scribner's Sons|||Charles Scribner's Sons,1898,1898,,,,monographic,English,text,print|||unmediated|||volume,"vi, [4], 331, 32 p. : illustrations, plans, maps ; 19 cm.",Fiction|||History|||Juvenile fiction|||Juvenile literature-1898|||Juvenile works|||text,,"Second Coalition, War of the, 1798-1801|||Campaigns|||Military campaigns|||History|||I, Emperor of the French Napoleon 1769-1821|||French Occupation of Egypt (1798-1801)|||Second Coalition, War of the (1798-1801)","1798-1801|||French occupation, 1798-1801",Egypt,juvenile,8862132,,98000489,ocm01935594,,,
,At Agincourt: a tale of the white hoods of Paris,,,"Henty, G. A. (George Alfred), 1832-1902","Paget, Walter, 1863-1935 (illustrator)",New York,Charles Scribner's Sons,1896,1896,,,[1st American ed.].,monographic,English,text,print|||unmediated|||volume,"vi, 356, 32 pages, [12] leaves of plates : illustrations ; 19 cm",Fiction|||History|||Juvenile fiction|||Juvenile works|||text,,"Agincourt, Battle of, Agincourt, France, 1415|||History|||Agincourt, Battle of (France : 1415)","1380-1422|||Charles VI, 1380-1422",Agincourt|||France,,8862281,,,ocm09237702,,,
,At the back of the north wind,,,"Macdonald, George, 1824-1905","Hughes, Arthur, 1832-1915 (ill)",London,Strahan & Co.,1871,1871,,,,monographic,English,text,print,"viii, 378 p. : ill. ; 19 cm.",,,,,,,325446,,,00925537,,,
,At the siege of Quebec,,,"Otis, James, 1848-1912","Carter, F. A. (ill)",Philadelphia,Penn Pub. Co.|||Penn Publishing Company,©1897,©1897||||||1897,,,,monographic,English,text,print|||unmediated|||volume,"362, [6] pages, [5] leaves of plates : illustrations ; 20 cm",Fiction|||History|||Juvenile fiction|||Juvenile literature-1897|||Juvenile works|||Publishers' advertisements-1897|||War fiction|||novel|||text,,Youth|||Conduct of life|||Courage|||Frontier and pioneer life|||Voyages and travels|||Adventure stories|||War stories|||Battles|||Soldiers|||Indians of North America|||War|||History|||Siege of Québec (Québec : 1775-1776),"1775-1776|||Siege, 1775-1776","Québec|||Québec (Québec)|||Québec (Province)|||United States, Pennsylvania, Philadelphia",juvenile,9002333,,,ocm15815472,,,
,Auld licht idylls,,,"Barrie, J. M. (James Matthew), 1860-1937",,New York,C. Scribner's Sons,1897,1897,,,[Cameo ed.].,monographic,English,text,print,185 p. illus. 17 cm.,,,,,,,5819130,,04015278,ocm00910733,,,
,"Aunt Affable's Account of faithful Joe, the Negro",,"Account of faithful Joe, the Negro|||Faithful Joe, the Negro",Aunt Affable,,London :,"Dean & Co., Threadneedle St.,|||Dean & Co",[between 1843 and 1847],[between 1843 and 1847]|||1843/1847,,,,monographic,English,text,print|||unmediated|||volume,8 unnumbered leaves : color illustrations (wood engravings) ; 18 cm.,Juvenile poetry|||Juvenile works|||Poetry|||text,,Slaves|||Colonies|||Slavery|||British colonies|||Emancipation,,Great Britain,juvenile,7948913,,,ocm74213619,,,
,Aunt Affable's Stories about ships,,Stories about ships,Aunt Affable,,London :,"Dean & Co., Threadneedle St..|||Dean & Co",[1844?],1844||||||[1844?],,,,monographic,English,text,print|||unmediated|||volume,16 pages : color illustrations (engravings) ; 19 cm.,Juvenile literature|||Juvenile works|||text,,Ships|||Sailing ships|||Boats and boating,,England,juvenile,8335208,,,ocm63064591,,,
,Aunt Affable's story about Cock Robin alive and well again,,Cock Robin alive and well again,Aunt Affable,,London :,"Dean & Co., Threadneedle St.,|||Dean & Son",[1844?],1844||||||[1844?],,,,monographic,English,text,print|||unmediated|||volume,"14 pages, 2 unnumbered pages : color illustrations ; 18 cm.",Children's books-England-1844|||Hand-coloured wood-engravings-England-1844|||Hand-coloured woodcuts-England-1844|||Illustrated wrappers (book covers)-England-1844|||Juvenile poetry|||Nursery rhymes-England-1844|||Publishers' advertisements-England-1844|||Wood engravings (prints-England-1844|||text,,Cock Robin (Fictitious character)|||Birds,,,juvenile,8335218,,,ocn913300689,,,
,"Aunt Affable's story about William and Dick, and what Echo said to them",,"Story about William and Dick, and what Echo said to them|||William and Dick, and what Echo said to them",Aunt Affable,,London :,"Dean & Co., Threadneedle St.,|||Dean & Son",[between 1837 and 1847],[between 1837 and 1847]|||1837/1847,,,,monographic,English,text,print|||unmediated|||volume,"14 pages, 2 unnumbered pages : color illustrations ; 18 cm",Juvenile poetry|||text,,Conduct of life,,,juvenile,8335222,,,ocm81050583,,,
,Aunt Affable's story of the little mouse that made itself a house in a Christmas cake,,Story of the little mouse that made itself a house in a Christmas cake|||Little mouse who made itself a house in a Christmas cake,Aunt Affable,,London :,"Dean & Co., Threadneedle St.,|||Dean & Son",[approximately 1845],1845||||||[approximately 1845],,,,monographic,English,text,print|||unmediated|||volume,"14 pages, 2 unnumbered pages : color illustrations ; 18 cm",Juvenile poetry|||Juvenile works|||Poetry|||text,,Mice,,,juvenile,8335223,,,ocm63086019,,,
,Aunt Bessie's picture book,,,,"Gilbert, John, 1817-1897 (ill)|||Watson, John Dawson, 1832-1892 (ill)|||Pletsch, Oscar, 1830-1888 (ill)|||Lawson, Francis Wilfred, 1842-1935 (ill)|||Weir, Harrison, 1824-1906 (ill)|||Gray, Paul. (ill)|||Barnes, R. (ill)|||Keyl, Friedrich Wilhelm, 1823-1871 (ill)|||Wolf, Joseph, 1820-1899 (ill)",London|||New York,George Routledge and Sons|||George Routledge and Sons,[1879?],[1879?]||||||1879,,,,monographic,English,text,print,p. [191] - 376 p. : ill. ; 19 cm.,novel,,Children's stories,,"United States, New York, New York|||England, London",juvenile,6144841,,,ocm61656805,,,
